,Year,Country,Area,Location,Activity,Fatal (Y/N),Injury,Species
2090,1999.0,BRAZIL,Rio de Janeiro,"Rio de Janeiro, Guanabara Bay",Spearfishing,N,Upper right thigh bitten,Other
2091,1999.0,MARSHALL ISLANDS,Alinglaplap Atoll,Island J4H,Swimming,N,Lacerations to leg,Grey shark
2092,1999.0,MARSHALL ISLANDS,Alinglaplap Atoll,Island J4H,Swimming,N,Lacerations to buttocks,Grey shark
2093,1999.0,USA,Florida,"Daytona Beach, Volusia County",Boarding,N,Right foot lacerated,No Values
2094,1999.0,USA,Florida,"Gulfstream Park beach, Palm Beach County",Surfing,N,"Shark bit 8"" chunk from swim fin",No Values
2095,1999.0,USA,Florida,"Pet Den, Satellite Beach, Brevard County",Surfing,N,Lacerations to right hand & wrist,Lemon shark
2096,1999.0,USA,Hawaii,Old Kona Airport State Park,Surfing,N,Right arm bitten,Tiger shark
2097,1999.0,USA,Florida,"South side of Ponce de Leon Inlet, Volusia County",Wading,N,3 one-inch lacerations to sole of right foot,No Values
2098,1999.0,ITALY,Adriatic Sea,San Benedetto,Fishing,N,No Injury to occupants,White shark
2099,1999.0,USA,California,"North of Pidgeon Point, San Mateo County",Kayaking,N,"No injury, but kayak scraped & dented",White shark
2100,1999.0,USA,Florida,"Cape Canaveral, Brevard County",Wading,N,Thigh (posterior) bitten,Other
2101,1999.0,USA,South Carolina,"Isle of Palms, Charleston County",Wading,N,Toes lacerated,No Values
2102,1999.0,USA,Florida,"Fort Pierce Inlet, St. Lucie County",Surfing,N,Right foot bitten,Other
2103,1999.0,USA,Florida,"World Typhoon Lagoon, Disney Water Park, Orange County",Wading,N,Left knee nipped by captive shark PROVOKED INCIDENT,Other
2104,1999.0,USA,Florida,"Ponce Inlet, Volusia County",Wading,N,Right foot bitten,No Values
2105,1999.0,USA,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",Surfing,N,3-inch laceration to right foot,Other
2106,1999.0,USA,North Carolina,"Fort Fisher, New Hanover County",Surfing,N,Foot injured,No Values
2107,1999.0,MARSHALL ISLANDS,Ralik Chain,Kwajalein Atoll,Fishing,N,Lacerations to left leg,Other
2108,1999.0,USA,Florida,"Ponce Inlet, Volusia County",Surfing,N,Small lacerations to right foot,No Values
2109,1999.0,USA,South Carolina,"Grand Strand, Myrtle Beach, Horry County",Other,N,"Ear lacerated, cuts on scalp, back, arm & shoulder ",Other
2110,1999.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,Right ankle & heel  lacerated,Other
2111,1999.0,BAHAMAS,Abaco Islands,Grand Cay,Spearfishing,N,Right arm bitten,Bull shark
2112,1999.0,SOUTH AFRICA,Western Cape Province,Kogebaai,Surfing,N,Right thigh bitten,White shark
2113,1999.0,USA,Florida,"Two miles off Key Colony Beach, Monroe County",Swimming,N,Ankle bitten,Bull shark
2114,1999.0,USA,Hawaii,Honoli'i in Hilo (west side of Big Island),Surfing,N,Right thigh & buttock bitten,Tiger shark
2115,1999.0,SOUTH AFRICA,Western Cape Province,Buffels Bay (near Knysna),Boarding,Y,FATAL,White shark
2116,1999.0,USA,South Carolina,Charleston,Other,N,Five cuts on his heel,No Values
2117,1999.0,USA,Florida,"Pensacola  Beach, Escambia County",Wading,N,Lacerations knee to ankle,Blacktip shark
2118,1999.0,SOUTH AFRICA,Eastern Cape Province,"Cintsa East, East London",Surfing,N,Leg & board bitten,White shark
2119,1999.0,USA,Florida,"11 miles off Dog Island in the Gulf of Mexico, Franklin County",Other,N,9-inch gash in left foot ,Other
2120,1999.0,USA,Florida,"South of Ponce Inlet, Volusia County",Surfing,N,Right hand and wrist lacerated,Other
2121,1999.0,USA,Florida,"Atlantiic Beach, Duval County",Swimming,N,8-inch bite on calf,No Values
2122,1999.0,USA,Florida,"Atlantic Dunes Park, Delray Beach, Palm Beach County",Wading,N,Knee lacerated,Blacktip shark
2123,1999.0,AUSTRALIA,South Australia,"Hardwicke Bay, Yorke Peninsula",Windsurfing,Y,"FATAL, body not recovered",White shark
2124,1999.0,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,N,Leg & hands bitten,Tiger shark
2125,1999.0,MAURITIUS,Grand Baie,Pointe aux Canonniers,Swimming,N,Thigh bitten,Grey shark
2126,1999.0,REUNION,L' Etang Salé-les-Bains,Roche-aux-Oiseaux,Swimming,Y,FATAL,Bull shark
2127,1999.0,USA,Florida,"Hobe Sound Beach, Palm Beach County",Surfing,N,Ankle bitten,No Values
2128,1999.0,NEW ZEALAND,South Island,Codfish Island (Whenua Hau) west of Stewart Island,Spearfishing,N,No injury,Other
2129,1999.0,BRAZIL,Rio Grande de Norte,Atol das Rochas,Other,N,Grabbed small shark & it bit him  PROVOKED INCIDENT,No Values
2130,1999.0,USA,Hawaii,"Olowalu side of Lahina, Maui ",Swimming,Y,"FATAL, arm bitten ",No Values
2131,1999.0,NEW CALEDONIA,Loyalty Islands,Ouvea,Spearfishing,N,Multiple injuries,Other
2132,1999.0,NEW ZEALAND,,,Fishing,N,Right thigh bitten PROVOKED INCIDENT,Mako shark
2133,1999.0,USA,Hawaii,"Kealia Beach, Kaua'i",Surfing,N,Bruised right leg,No Values
2134,1999.0,USA,Hawaii,"Quarter mile offshore in Kaanapali, West Maui",Swimming,N,Tissue removed knee to thigh,Other
2135,1999.0,USA,North Carolina,Frying Pan Shoals,Other,N,"No injury to occupants, boat sank after colliding with shark",Basking shark
2136,1999.0,AUSTRALIA,New South Wales,Scotts Head,Surfing,N,"Left hand & forearm bitten, board bitten",Bronze shark
2137,1999.0,USA,Florida,"Hobe Sound, Martin County",Surfing,N,Left hand bitten,Spinner shark
2138,1999.0,MAURITIUS,,Belle-Mare,Spearfishing,N,Legs & torso injured,Bull shark
2139,1999.0,SOUTH AFRICA,Eastern Cape Province,Bonza Beach,Other,N,"No Injury, ski bitten",White shark
2140,1999.0,NEW ZEALAND,North Island,"Papamoa, near Tauranga, Bay of Plenty",Other,N,No injury to occupant: boat lost,No Values
2141,1999.0,AUSTRALIA,Northern Territory,Gulf of Carpenteria,Fishing,,"Cut foot, but injury caused by fishing line, not the shark",Other
2142,1999.0,REUNION,Saint-Leu,Pointe au Sel,Spearfishing,Y,FATAL,Bull shark
2143,1999.0,SOUTH AFRICA,Western Cape Province,"Hospital Rock, Dyers Island",Spearfishing,N,Heel lacerated,White shark
2144,1999.0,USA,Virginia,"Sandridge Beach, Virginia Beach, Princess Anne County",Surfing,,Abrasions,Other
2145,1998.0,USA,Florida,"Ormond Beach, Volusia County",Surfing,N,Left foot bitten after he accidentally stepped on the shark         PROVOKED INCIDENT ,No Values
2146,1998.0,AUSTRALIA,South Australia,Middleton Beach,Standing,N,2 puncture wounds in left leg,No Values
2147,1998.0,SOUTH AFRICA,Eastern Cape Province,"King's Beach, Port Elizabeth",Surfing,N,Leg bitten,White shark
2148,1998.0,SOUTH AFRICA,Eastern Cape Province,Kei River Mouth,Other,N,Right leg bitten,No Values
2149,1998.0,AUSTRALIA,South Australia,Middleton Beach,Surfing,N,Leg injured,No Values
2150,1998.0,USA,Florida,"Ocean Beach, Jaycee Park, Vero Beach, Indian River County",Swimming,Y,FATAL,Tiger shark
2151,1998.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,Right foot bitten,Other
2152,1998.0,USA,Florida,"South Beach Park, Indian River County",Other,N,Survived,Other
2153,1998.0,USA,Oregon,Winchester Bay,Surfing,N,No injury,White shark
2154,1998.0,JAPAN,Southern Japan,460 miles off Iwakuni,Fishing,N,PROVOKED INCIDENT    Knee bitten by shark trapped in net,Other
2155,1998.0,BRAZIL,Pernambuco," Boa Viagem Beach, Recife",Surfing,Y,"FATAL, left forearm severed  ",White shark
2156,1998.0,USA,Florida,"Jupiter Beach, Palm Beach County",Swimming,N,Minor lacerations on right ankle & foot,No Values
2157,1998.0,SOUTH AFRICA,Eastern Cape Province,Glengariff,Surfing,N,"No injury, surfboard bitten",No Values
2158,1998.0,USA,Florida,"Sebastian Inlet, Indian River County",Surfing,N,Right hand bitten,No Values
2159,1998.0,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,N,Right leg bitten,No Values
2160,1998.0,REUNION,Saint-Benoît,,Diving,N,Survived,No Values
2161,1998.0,USA,Florida,"New Smyrna Beach, Volusia County",Other,N,2 one-inch lacerations in left foot,No Values
2162,1998.0,USA,Florida,"The Rocks, Hutchinson Island, Martin County",Surfing,N,Puncture wounds to leg,No Values
2163,1998.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,Left arm lacerated,No Values
2164,1998.0,SOUTH AFRICA,Eastern Cape Province,Kowie River,Fishing,N,Laceration to right foot,No Values
2165,1998.0,USA,Florida,"Stuart Beach, Martin County",Surfing,N,Right foot bitten,Other
2166,1998.0,SENEGAL,Cap Vert Peninsula,Yoff Island,Spearfishing,N,Bitten by harpooned shark PROVOKED INCIDENT,Other
2167,1998.0,USA,Florida,"Ponce Inlet, Volusia County",Surfing,N,Toes lacerated,Other
2168,1998.0,ITALY,Marches region,12 miles off Senigallia (Adriatic Sea),Fishing,,"No injury; no attack, shark ate the bait hanging over the side of the boat",Other
2169,1998.0,USA,California,"Stinson Beach, Marin County",Boarding,N,"Thigh, buttocks & lower back lacerated",White shark
2170,1998.0,USA,Virginia,Virginia Beach,Spearfishing,N,Lacerations to left hand,Other
2171,1998.0,BAHAMAS,Berry Islands,Ambergris Cay,Spearfishing,N,Calf bitten,Other
2172,1998.0,USA,Florida,"Ponce Inlet, Volusia County",Other,N,Left calf injured,Other
2173,1998.0,SOUTH AFRICA,Transvaal,"National Zoological Gardens Aquarium, Pretoria",Other,N,Lacerations to right shin  PROVOKED INCIDENT,Sandtiger shark
2174,1998.0,SOUTH AFRICA,Western Cape Province,"Buffalo Bay, near Knysna",Surfing,N,Legs bitten,White shark
2175,1998.0,SOUTH AFRICA,Western Cape Province,Pringle Bay,Spearfishing,N,Leg bitten,White shark
2176,1998.0,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,N,Lacerations to left foot,No Values
2177,1998.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,Calf bitten,No Values
2178,1998.0,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Wading,N,Right leg bitten,Raggedtooth shark
2179,1998.0,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Surfing,N,Knee bitten,Other
2180,1998.0,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Surfing,N,Right leg bitten,Raggedtooth shark
2181,1998.0,AUSTRALIA,South Australia,South Neptune Island,Diving,Y,"FATAL, left thigh and lower leg severely injured  ",White shark
2182,1998.0,SOUTH AFRICA,Eastern Cape Province,"Gonubie, 13 km northeast of East London",Boarding,Y,"FATAL, hands & calf bitten  ",White shark
2183,1998.0,USA,Florida,"Daytona Beach, Volusia County",Surfing,N,"2-inch laceration on dorsum of foot, 1-inch laceration on sole.",No Values
2184,1998.0,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,Surfing,N,Survived,No Values
2185,1998.0,SOUTH AFRICA,Eastern Cape Province,Pollock Beach,Surfing,N,Minor laceration on foot,No Values
2186,1998.0,SOUTH AFRICA,Eastern Cape Province,Sardinia Bay near Port Elizabeth,Boarding,N,Right shoulder & arm bitten,White shark
2187,1998.0,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,Boarding,N,Leg bitten,Other
2188,1998.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,4 lacerations on the sole of his right foot,Lemon shark
2189,1998.0,USA,Florida,"Pecks Lake, Martin County",Swimming,N,Ankle & foot bitten,Blacktip shark
2190,1998.0,USA,Florida,"Walden Rocks, St. Lucie County",Swimming,N,Left arm & wrist lacerated,No Values
2191,1998.0,SOUTH AFRICA,Western Cape Province,Keurbooms,Boarding,N,"Lower legs bitten, foot severed",White shark
2192,1998.0,MOZAMBIQUE,Gaza,"Bilene Bay, 180 km north of Maputo",Other,Y,"FATAL, torso & abdomen bitten, forearm severed ",Other
2193,1998.0,USA,Oregon,Gleneden Beach,Surfing,N,Right thigh bitten,White shark
2194,1998.0,USA,Florida,"Marathon, Monroe County",Scuba,N,"He grabbed shark's tail, shark bit his chest & held on.  PROVOKED INCIDENT",Nurse shark
2195,1998.0,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,Y,FATAL,No Values
2196,1998.0,NEW CALEDONIA,,Île de Sable,Other,N,Calf bitten,No Values
2197,1998.0,USA,Florida,"Jensen Beach Park, Martin County",Swimming,N,Heel lacerated,No Values
2198,1998.0,SOUTH AFRICA,Western Cape Province,Saldanha Bay,Snorkeling,N,Lower leg lacerated,White shark
2199,1998.0,USA,Florida,"Loggerhead Park, Juno Beach, Palm Beach County",Swimming,N,6 puncture wounds to right calf,Spinner shark
2200,1998.0,USA,Florida,"Jensen Beach, Martin County",Swimming,N,Hands bitten,Spinner shark
2201,1998.0,AUSTRALIA,New South Wales,Whale Beach,Spearfishing,,"Missing, thought to have been taken by a shark",Other
2202,1998.0,NEW CALEDONIA,South Province,l'Anse-Vata,Windsurfing,N,"No injury, board bumped & fin damaged",Other
2203,1998.0,REUNION,Grand'Anse,,Bathing,Y,FATAL,No Values
2204,1998.0,SOUTH AFRICA,Eastern Cape Province,East London,Surfing,N,Calf & foot lacerated,No Values
2205,1998.0,AUSTRALIA,South Australia,Middleton Beach,Surfing,N,20 punctures in right foot,No Values
2206,1998.0,MOZAMBIQUE,Maputo Province,Ponta do Ouro,Surfing,N,Leg bitten,Other
2207,1998.0,SOUTH AFRICA,Eastern Cape Province,Hole-in-the Wall,Surfing,Y,FATAL,No Values
2208,1998.0,REUNION,Beaufonds,,Diving,Y,FATAL,No Values
2209,1998.0,USA,Virginia,"Wreck of the Navy Barge, 22 miles SE of Rudee ",Spearfishing,N,Shark grasped diver's gloved hand. Glove was soaked with fish blood & slime,Sandtiger shark
2210,1997.0,SOUTH AFRICA,Western Cape Province,"Pringle Bay, 44 miles southeast of Cape Town",Spearfishing,Y,FATAL,White shark
2211,1997.0,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Surfing,N,Calf bitten,No Values
2212,1997.0,USA,Florida,"Fort Lauderdale, Broward County",Other,,"Ankle bitten, but shark involvement unconfirmed",Other
2213,1997.0,USA,Florida,"Hollywood Beach, Broward County",Swimming,N,Left leg gashed knee to ankle,No Values
2214,1997.0,AUSTRALIA,Western Australia,Albany,Scuba,N,Left arm lacerated when shark grabbed scooter,White shark
2215,1997.0,USA,Florida,,Swimming,N,Thigh bitten,No Values
2216,1997.0,AUSTRALIA,New South Wales,Botany Bay?,Other,,5 m white shark obsrved feeding on remains 6 days later,Other
2217,1997.0,AUSTRALIA,Western Australia,"Cottesloe Beach, Perth",Surfing,N,"Sierakowski suffered a minor facial injury, ski bitten in half by shark",White shark
2218,1997.0,USA,Hawaii,"Waiokapua Bay/Majors Bay, Brennecke Beach, Poipu, Kaua'i Island",Boarding,N,"Both legs bitten, right leg severed at mid-calf & defense wounds on right hand",Tiger shark
2219,1997.0,USA,Florida,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",Surfing,N,"5"" gash in foot",Blacktip shark
2220,1997.0,USA,Florida,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",Surfing,N,Left foot bitten,Other
2221,1997.0,SOUTH AFRICA,Eastern Cape Province,Off Port Alfred,Fishing,N,"No injury, hooked shark bit their 4.8 m inflatable boat",Other
2222,1997.0,USA,Florida,"Daytona Beach, Volusia County",Swimming,N,Laceration & 3 puncture wounds to anterior right thigh,No Values
2223,1997.0,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,Y,FATAL,No Values
2224,1997.0,USA,Florida,Volusia County  ,Surfing,N,Laceration to right foot,No Values
2225,1997.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,2 small lacerations to bottom of foot,Blacktip shark
2226,1997.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,Lacerations to lower left leg,No Values
2227,1997.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,Lacerations on right ankle & heel,No Values
2228,1997.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,"2"" laceration on left heel",No Values
2229,1997.0,USA,California,"Clam Beach, near Eureka, Humboldt County",Surfing,N,Leg & hand bitten,White shark
2230,1997.0,MEXICO,Quintana Roo,"Santa Rosa, Cozumel",Scuba,,FATAL,Other
2231,1997.0,MEXICO,Quintana Roo,"Santa Rosa, Cozumel",Scuba,Y,"FATAL, arm & leg severed ",Tiger shark
2232,1997.0,USA,Florida,"New Smyrna Beach, Volusia County",Other,N,Small lacerations on right lower leg,No Values
2233,1997.0,EGYPT,Red Sea,Safaga,Fishing,N,Seriously injured,No Values
2234,1997.0,EGYPT,Red Sea,Safaga,Fishing,Y,FATAL,White shark
2235,1997.0,USA,Florida,"New Smyrna Beach, Volusia County",Boarding,N,Lacerations to foot,No Values
2236,1997.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,Lacerations to right foot,No Values
2237,1997.0,USA,Texas,"East Beach, Galveston",Wading,N,Wrist & am bitten,Other
2238,1997.0,USA,Florida,"Carysfort Lighthouse, Key Largo, Monroe County",Other,N,Left forearm & wrist bitten,Other
2239,1997.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,Top of left foot bitten,Other
2240,1997.0,USA,Florida,"New Smyrna Beach, Volusia County",Wading,N,Top of left foot bitten,Other
2241,1997.0,AUSTRALIA,Queensland,"Pincushion, north of Maroochydore Beach",Surfing,N,Leg lacerated,No Values
2242,1997.0,SOUTH AFRICA,Eastern Cape Province,"Breezy Point, Ntlonyana",Surfing,Y,FATAL,White shark
2243,1997.0,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,N,Survived,No Values
2244,1997.0,USA,South Carolina,"Myrtle Beach, Horry County",Standing,N,Left calf bitten,Blacktip shark
2245,1997.0,OKINAWA,Miyako,Hirara,Fishing,Y,"FATAL, legs severed  ",White shark
2246,1997.0,BRAZIL,Pernambuco,Paiva,Surfing,N,Right thigh bitten,No Values
2247,1997.0,USA,Hawaii,"Sunset Beach, Oahu",Spearfishing,N,Leg bitten just above ankle,Other
2248,1997.0,FIJI,Taveuni,Off a small island 5 km from Garden Island Resort,Snorkeling,N,"Bitten on inner thigh, leg surgically amputated",Tiger shark
2249,1997.0,USA,Florida, Palm Beach County,Surfing,N,Laceration to left upper arm,Spinner shark
2250,1997.0,BRAZIL,Rio de Janeiro,"Copacabana, Rio de Janeiro",Bathing,UNKNOWN,,No Values
2251,1997.0,USA,Florida,"Daytona Beach Shores,  Volusia County",Surfing,N,4 lacerations above left ankle,Other
2252,1997.0,USA,Florida,In Gulf of Mexico 17 miles off Weeki Wachee ,Spearfishing,N,Right thigh punctured,Other
2253,1997.0,USA,Florida,"Flagler Beach, Flagler County",Surfing,N,Left elbow bitten,Sand shark
2254,1997.0,USA,Florida,"Flagler Beach, Flagler County",Surfing,N,Left ankle bitten,Sand shark
2255,1997.0,BAHAMAS,Abaco Islands,Powell Cay,Spearfishing,N,Right arm bitten,Other
2256,1997.0,BAHAMAS,Abaco Islands,Walkers Cay,Spearfishing,N,Leg bitten,No Values
2257,1997.0,BRAZIL,Rio de Janeiro,"Manguinhos, Ilha Feia, Búzios",Windsurfing,N,Lower left leg & ankle bitten,White shark
2258,1997.0,AUSTRALIA,Queensland,"Carrara, Nerang River",Swimming,N,Left leg biten,Other
2259,1997.0,AUSTRALIA,Queensland,Whitsunday Passage,Scuba,N,Left arm bitten,Tiger shark
2260,1997.0,USA,Hawaii,"Sunset Beach, O'ahu",Other,UNKNOWN,No details,No Values
2261,1997.0,REUNION,L'Etang-Sale,,Other,N,Hand injured,No Values
2262,1997.0,AUSTRALIA,New South Wales,"Iron Cove, Sydney",Other,N,"Bruised, when shark struck scull & catapulted her into the water",No Values
2263,1997.0,AUSTRALIA,Queensland,"Whitehaven Beach, Whitsundays Island",Snorkeling,N,"Left leg lacerated, punctures to right leg",Other
2264,1997.0,AUSTRALIA,Western Australia,Geraldton,Windsurfing,Y,"Presumed fatal, no body recovered, shark mutilated wetsuit & harness recovered ",Tiger shark
2265,1997.0,REUNION,,la Pointe-au-Sel,Spearfishing,Y,FATAL,Bull shark
2266,1997.0,AUSTRALIA,Victoria,"Seal Rocks, Phillip Island",Other,N,"No injury to occupants, shark bit 2 of the dinghy's 3 floation chambers",White shark
2267,1996.0,AUSTRALIA,Queensland,Coolum Beach,Surfing,UNKNOWN,,No Values
2268,1996.0,SOUTH AFRICA,Eastern Cape Province,"Duck Pond, Sardina Bay near Port Elizabeth",Surfing,N,Elbow bitten,White shark
